Original Index,TimeSec,SleepLVL,HR
410,12330,2,75.0
411,12360,2,78.0
412,12390,2,90.0
413,12420,1,76.0
414,12450,2,75.0
415,12480,2,77.0
416,12510,2,78.0
417,12540,2,80.0
418,12570,2,79.0
419,12600,2,80.0
420,12630,2,78.0
421,12660,2,80.0
422,12690,2,79.0
423,12720,2,78.0
424,12750,2,77.0
425,12780,2,81.0
426,12810,2,79.0
427,12840,2,80.0
428,12870,2,80.0
429,12900,2,79.0
430,12930,2,81.0
431,12960,2,81.0
432,12990,2,80.0
433,13020,2,79.0
434,13050,2,82.0
435,13080,2,82.0
436,13110,2,81.0
437,13140,2,82.0
438,13170,2,81.0
439,13200,0,81.0
440,13230,2,81.0
441,13260,2,78.0
442,13290,2,78.0
443,13320,2,81.0
444,13350,2,79.0
445,13380,2,80.0
446,13410,2,80.0
447,13440,2,81.0
448,13470,2,81.0
449,13500,2,79.0
450,13530,2,82.0
451,13560,2,75.0
452,13590,2,79.0
453,13620,2,77.0
454,13650,2,80.0
455,13680,2,79.0
456,13710,2,78.0
457,13740,2,80.0
458,13770,2,81.0
459,13800,2,80.0
460,13830,2,77.0
461,13860,2,81.0
462,13890,2,79.0
463,13920,2,81.0
0,30,0,65.0
1,60,0,64.0
2,90,0,69.0
3,120,0,69.0
4,150,0,72.0
5,180,0,73.0
6,210,0,71.0
7,240,0,67.0
8,270,0,68.0
9,300,0,64.0
10,330,0,65.0
11,360,0,65.0
12,390,0,65.0
13,420,0,65.0
14,450,0,65.0
15,480,0,68.0
16,510,0,69.0
17,540,0,71.0
18,570,4,74.0
19,600,4,73.0
20,630,4,69.0
21,660,0,76.0
22,690,0,69.0
23,720,0,67.0
24,750,0,67.0
25,780,0,69.0
26,810,0,65.0
27,840,0,67.0
28,870,0,65.0
29,900,0,64.0
30,930,0,65.0
31,960,0,71.0
32,990,0,65.0
33,1020,0,67.0
34,1050,0,62.0
35,1080,0,68.0
36,1110,0,68.0
37,1140,0,71.0
38,1170,0,65.0
39,1200,0,61.0
40,1230,1,65.0
41,1260,1,62.0
42,1290,1,63.0
43,1320,1,62.0
44,1350,1,62.0
45,1380,1,63.0
46,1410,1,63.0
47,1440,1,63.0
48,1470,1,65.0
49,1500,2,65.0
50,1530,2,65.0
51,1560,2,67.0
52,1590,2,73.0
53,1620,2,62.0
54,1650,2,62.0
55,1680,2,68.0
56,1710,2,65.0
57,1740,2,63.0
58,1770,2,64.0
59,1800,2,65.0
60,1830,2,65.0
61,1860,2,67.0
62,1890,1,65.0
63,1920,2,67.0
64,1950,2,65.0
65,1980,2,68.0
66,2010,2,68.0
67,2040,2,65.0
68,2070,2,68.0
69,2100,2,69.0
70,2130,2,67.0
71,2160,2,68.0
72,2190,2,69.0
73,2220,3,69.0
74,2250,3,69.0
75,2280,4,69.0
76,2310,4,71.0
77,2340,4,72.0
78,2370,4,71.0
79,2400,4,71.0
80,2430,4,69.0
81,2460,4,69.0
82,2490,4,69.0
83,2520,4,73.0
84,2550,4,71.0
85,2580,4,69.0
86,2610,4,69.0
87,2640,4,72.0
88,2670,3,73.0
89,2700,4,74.0
90,2730,4,72.0
91,2760,4,74.0
92,2790,4,74.0
93,2820,4,72.0
94,2850,4,73.0
95,2880,4,74.0
96,2910,4,76.0
97,2940,4,77.0
98,2970,4,74.0
99,3000,4,76.0
100,3030,4,77.0
101,3060,4,78.0
102,3090,4,77.0
103,3120,4,78.0
104,3150,4,77.0
105,3180,4,74.0
106,3210,4,78.0
107,3240,4,77.0
108,3270,4,77.0
109,3300,4,78.0
110,3330,4,77.0
111,3360,4,78.0
112,3390,4,77.0
113,3420,4,80.0
114,3450,4,74.0
115,3480,3,74.0
116,3510,4,77.0
117,3540,4,77.0
118,3570,4,77.0
119,3600,4,77.0
120,3630,4,78.0
121,3660,4,77.0
122,3690,4,80.0
123,3720,4,81.0
124,3750,4,81.0
125,3780,4,81.0
126,3810,4,82.0
127,3840,4,81.0
128,3870,4,81.0
129,3900,4,80.0
130,3930,4,83.0
131,3960,4,80.0
132,3990,4,81.0
133,4020,4,82.0
134,4050,4,83.0
135,4080,4,82.0
136,4110,4,81.0
137,4140,4,81.0
138,4170,4,86.0
139,4200,4,83.0
140,4230,4,82.0
141,4260,4,81.0
142,4290,4,81.0
143,4320,4,82.0
144,4350,4,82.0
145,4380,4,83.0
146,4410,4,83.0
147,4440,4,83.0
148,4470,4,81.0
149,4500,4,95.0
150,4530,0,86.0
151,4560,1,74.0
152,4590,1,78.0
153,4620,2,78.0
154,4650,2,80.0
155,4680,2,83.0
156,4710,5,82.0
157,4740,5,80.0
158,4770,5,83.0
159,4800,5,86.0
160,4830,5,83.0
161,4860,5,80.0
162,4890,5,82.0
163,4920,5,85.0
164,4950,5,83.0
165,4980,5,78.0
166,5010,5,83.0
167,5040,5,74.0
168,5070,5,80.0
169,5100,2,83.0
170,5130,2,82.0
171,5160,5,82.0
172,5190,5,85.0
173,5220,5,83.0
174,5250,5,83.0
175,5280,5,86.0
176,5310,5,82.0
177,5340,5,85.0
178,5370,5,78.0
179,5400,5,83.0
180,5430,5,78.0
181,5460,5,83.0
182,5490,5,74.0
183,5520,5,83.0
184,5550,5,83.0
185,5580,5,87.0
186,5610,5,81.0
187,5640,5,86.0
188,5670,5,83.0
189,5700,5,81.0
190,5730,1,83.0
191,5760,2,78.0
192,5790,2,85.0
193,5820,2,83.0
194,5850,2,83.0
195,5880,2,86.0
196,5910,2,86.0
197,5940,2,82.0
198,5970,2,86.0
199,6000,2,86.0
200,6030,2,83.0
201,6060,2,90.0
202,6090,1,83.0
203,6120,1,86.0
204,6150,2,86.0
205,6180,2,85.0
206,6210,2,83.0
207,6240,2,86.0
208,6270,2,86.0
209,6300,2,83.0
210,6330,2,83.0
211,6360,2,86.0
212,6390,2,83.0
213,6420,2,89.0
214,6450,3,87.0
215,6480,2,83.0
216,6510,3,86.0
217,6540,3,86.0
218,6570,3,87.0
219,6600,3,89.0
220,6630,3,83.0
221,6660,3,86.0
222,6690,3,86.0
223,6720,3,85.0
224,6750,3,92.0
225,6780,3,83.0
226,6810,2,83.0
227,6840,2,87.0
228,6870,2,89.0
229,6900,3,86.0
230,6930,3,82.0
231,6960,4,86.0
232,6990,4,86.0
233,7020,4,87.0
234,7050,4,86.0
235,7080,4,91.0
236,7110,4,83.0
237,7140,4,86.0
238,7170,4,86.0
239,7200,4,87.0
240,7230,4,86.0
241,7260,4,87.0
242,7290,4,86.0
243,7320,4,76.0
244,7350,3,82.0
245,7380,3,83.0
246,7410,4,85.0
247,7440,4,83.0
248,7470,4,85.0
249,7500,4,83.0
250,7530,4,87.0
251,7560,4,86.0
252,7590,4,83.0
253,7620,4,86.0
254,7650,4,85.0
255,7680,4,81.0
256,7710,4,83.0
257,7740,4,85.0
258,7770,4,87.0
259,7800,4,81.0
260,7830,3,82.0
261,7860,4,86.0
262,7890,4,82.0
263,7920,4,85.0
264,7950,4,83.0
265,7980,4,89.0
266,8010,4,87.0
267,8040,4,86.0
268,8070,4,86.0
269,8100,4,86.0
270,8130,4,83.0
271,8160,4,86.0
272,8190,4,83.0
273,8220,4,85.0
274,8250,4,85.0
275,8280,4,95.0
276,8310,1,67.0
277,8340,2,78.0
278,8370,2,73.0
279,8400,2,78.0
280,8430,2,80.0
281,8460,2,77.0
282,8490,2,77.0
283,8520,2,78.0
284,8550,2,81.0
285,8580,2,80.0
286,8610,2,81.0
287,8640,2,78.0
288,8670,3,78.0
289,8700,3,80.0
290,8730,3,81.0
291,8760,4,81.0
292,8790,4,80.0
293,8820,4,82.0
294,8850,4,80.0
295,8880,4,78.0
296,8910,4,78.0
297,8940,4,80.0
298,8970,4,81.0
299,9000,4,77.0
300,9030,4,78.0
301,9060,4,80.0
302,9090,4,78.0
303,9120,3,74.0
304,9150,3,77.0
305,9180,2,78.0
306,9210,2,78.0
307,9240,2,69.0
308,9270,2,77.0
309,9300,2,74.0
310,9330,2,73.0
311,9360,2,74.0
312,9390,2,77.0
313,9420,2,78.0
314,9450,2,81.0
315,9480,2,78.0
316,9510,5,78.0
317,9540,5,78.0
318,9570,5,77.0
319,9600,5,78.0
320,9630,5,77.0
321,9660,5,72.0
322,9690,5,72.0
323,9720,5,76.0
324,9750,5,74.0
325,9780,5,77.0
326,9810,5,77.0
327,9840,5,74.0
328,9870,5,77.0
329,9900,5,78.0
330,9930,5,77.0
331,9960,5,74.0
332,9990,5,74.0
333,10020,5,78.0
334,10050,5,77.0
335,10080,5,78.0
336,10110,5,77.0
337,10140,5,89.0
338,10170,1,69.0
339,10200,1,76.0
340,10230,5,76.0
341,10260,5,74.0
342,10290,5,74.0
343,10320,5,76.0
344,10350,5,77.0
345,10380,5,69.0
346,10410,5,73.0
347,10440,5,74.0
348,10470,5,73.0
349,10500,5,74.0
350,10530,5,69.0
351,10560,5,77.0
352,10590,5,77.0
353,10620,5,73.0
354,10650,5,76.0
355,10680,5,71.0
356,10710,5,77.0
357,10740,5,71.0
358,10770,5,72.0
359,10800,5,73.0
360,10830,5,76.0
361,10860,5,78.0
362,10890,5,74.0
363,10920,5,74.0
364,10950,5,76.0
365,10980,5,71.0
366,11010,5,77.0
367,11040,5,74.0
368,11070,1,76.0
369,11100,2,76.0
370,11130,2,71.0
371,11160,5,74.0
372,11190,5,77.0
373,11220,5,76.0
374,11250,5,74.0
375,11280,5,69.0
376,11310,5,73.0
377,11340,5,76.0
378,11370,5,86.0
379,11400,1,71.0
380,11430,1,74.0
381,11460,2,78.0
382,11490,2,74.0
383,11520,2,74.0
384,11550,2,73.0
385,11580,2,73.0
386,11610,2,77.0
387,11640,2,71.0
388,11670,2,74.0
389,11700,2,73.0
390,11730,2,76.0
391,11760,2,74.0
392,11790,2,76.0
393,11820,2,73.0
394,11850,2,78.0
395,11880,2,76.0
396,11910,2,73.0
397,11940,2,74.0
398,11970,2,77.0
399,12000,2,74.0
400,12030,2,76.0
401,12060,2,77.0
402,12090,2,76.0
403,12120,2,77.0
404,12150,2,77.0
405,12180,2,74.0
406,12210,2,74.0
407,12240,2,77.0
408,12270,2,76.0
409,12300,2,77.0
410,12330,2,74.0
411,12360,2,74.0
412,12390,2,74.0
413,12420,2,74.0
414,12450,2,73.0
415,12480,2,74.0
416,12510,2,76.0
417,12540,2,74.0
418,12570,2,74.0
419,12600,2,73.0
420,12630,2,76.0
421,12660,2,74.0
422,12690,2,74.0
423,12720,2,77.0
424,12750,2,72.0
425,12780,2,77.0
426,12810,2,74.0
427,12840,2,76.0
428,12870,2,77.0
429,12900,2,74.0
430,12930,2,76.0
431,12960,2,77.0
432,12990,2,77.0
433,13020,2,76.0
434,13050,2,74.0
435,13080,2,77.0
436,13110,2,76.0
437,13140,2,76.0
438,13170,2,74.0
439,13200,2,76.0
440,13230,2,74.0
441,13260,2,76.0
442,13290,3,74.0
443,13320,3,74.0
444,13350,3,74.0
445,13380,3,74.0
446,13410,3,76.0
447,13440,3,76.0
448,13470,3,76.0
449,13500,3,74.0
450,13530,3,76.0
451,13560,4,77.0
452,13590,4,78.0
453,13620,4,77.0
454,13650,4,74.0
455,13680,4,74.0
456,13710,4,74.0
457,13740,4,74.0
458,13770,4,74.0
459,13800,4,74.0
460,13830,4,74.0
461,13860,4,74.0
462,13890,4,74.0
463,13920,4,74.0
464,13950,4,76.0
465,13980,4,77.0
466,14010,4,74.0
467,14040,4,74.0
468,14070,4,76.0
469,14100,4,77.0
470,14130,4,76.0
471,14160,4,77.0
472,14190,4,76.0
473,14220,4,69.0
474,14250,4,74.0
475,14280,4,76.0
476,14310,4,74.0
477,14340,4,74.0
478,14370,4,74.0
479,14400,4,74.0
480,14430,4,77.0
481,14460,4,77.0
482,14490,4,76.0
483,14520,4,74.0
484,14550,4,74.0
485,14580,4,76.0
486,14610,4,76.0
487,14640,4,74.0
488,14670,4,77.0
489,14700,4,76.0
490,14730,4,74.0
491,14760,4,72.0
492,14790,4,74.0
493,14820,4,71.0
494,14850,4,72.0
495,14880,4,69.0
496,14910,4,74.0
497,14940,4,74.0
498,14970,4,73.0
499,15000,4,73.0
500,15030,4,69.0
501,15060,4,74.0
502,15090,4,73.0
503,15120,4,73.0
504,15150,4,73.0
505,15180,4,72.0
506,15210,4,65.0
507,15240,4,73.0
508,15270,4,72.0
509,15300,4,72.0
510,15330,4,87.0
511,15360,2,62.0
512,15390,2,62.0
513,15420,2,69.0
514,15450,1,65.0
515,15480,2,69.0
516,15510,2,67.0
517,15540,2,68.0
518,15570,2,68.0
519,15600,2,69.0
520,15630,2,69.0
521,15660,2,68.0
522,15690,2,67.0
523,15720,2,72.0
524,15750,2,69.0
525,15780,5,69.0
526,15810,5,73.0
527,15840,5,71.0
528,15870,5,76.0
529,15900,5,69.0
530,15930,5,74.0
531,15960,5,68.0
532,15990,5,68.0
533,16020,5,69.0
534,16050,5,67.0
535,16080,5,71.0
536,16110,5,78.0
537,16140,1,62.0
538,16170,1,69.0
539,16200,1,68.0
540,16230,1,68.0
541,16260,5,71.0
542,16290,5,68.0
543,16320,5,72.0
544,16350,5,71.0
545,16380,5,90.0
546,16410,1,63.0
547,16440,1,71.0
548,16470,2,69.0
549,16500,2,65.0
550,16530,2,72.0
551,16560,2,64.0
552,16590,2,67.0
553,16620,2,69.0
554,16650,2,65.0
555,16680,2,68.0
556,16710,2,67.0
557,16740,2,68.0
558,16770,2,72.0
559,16800,2,68.0
560,16830,2,65.0
561,16860,2,68.0
562,16890,2,68.0
563,16920,2,68.0
564,16950,2,67.0
565,16980,2,65.0
566,17010,2,69.0
567,17040,2,67.0
568,17070,2,68.0
569,17100,2,68.0
570,17130,2,67.0
571,17160,2,64.0
572,17190,2,67.0
573,17220,2,68.0
574,17250,2,68.0
575,17280,2,67.0
576,17310,2,68.0
577,17340,2,68.0
578,17370,2,67.0
579,17400,2,64.0
580,17430,2,63.0
581,17460,2,65.0
582,17490,2,68.0
583,17520,2,67.0
584,17550,2,64.0
585,17580,2,65.0
586,17610,2,65.0
587,17640,2,77.0
588,17670,2,80.0
589,17700,1,64.0
590,17730,1,68.0
591,17760,1,76.0
592,17790,2,64.0
593,17820,2,59.0
594,17850,2,64.0
595,17880,2,65.0
596,17910,2,64.0
597,17940,2,64.0
598,17970,1,68.0
599,18000,2,65.0
600,18030,1,65.0
601,18060,2,62.0
602,18090,2,65.0
603,18120,2,76.0
604,18150,2,64.0
605,18180,1,64.0
606,18210,2,63.0
607,18240,2,61.0
608,18270,2,65.0
609,18300,2,60.0
610,18330,2,63.0
611,18360,2,65.0
612,18390,2,65.0
613,18420,2,65.0
614,18450,2,63.0
615,18480,2,67.0
616,18510,2,68.0
617,18540,2,65.0
618,18570,2,68.0
619,18600,2,68.0
620,18630,2,65.0
621,18660,2,65.0
622,18690,2,68.0
623,18720,2,65.0
624,18750,2,63.0
625,18780,2,64.0
626,18810,2,65.0
627,18840,2,68.0
628,18870,2,69.0
629,18900,2,67.0
630,18930,2,65.0
631,18960,2,64.0
632,18990,2,69.0
633,19020,5,67.0
634,19050,5,65.0
635,19080,5,64.0
636,19110,5,68.0
637,19140,5,69.0
638,19170,5,67.0
639,19200,5,72.0
640,19230,5,71.0
641,19260,5,74.0
642,19290,5,67.0
643,19320,5,65.0
644,19350,5,92.0
645,19380,5,57.0
646,19410,5,64.0
647,19440,5,71.0
648,19470,5,65.0
649,19500,5,69.0
650,19530,5,68.0
651,19560,5,68.0
652,19590,5,69.0
653,19620,5,69.0
654,19650,5,73.0
655,19680,5,69.0
656,19710,5,69.0
657,19740,5,68.0
658,19770,5,68.0
659,19800,5,64.0
660,19830,5,65.0
661,19860,5,65.0
662,19890,5,71.0
663,19920,5,69.0
664,19950,5,74.0
665,19980,5,74.0
666,20010,5,68.0
667,20040,5,73.0
668,20070,5,68.0
669,20100,5,71.0
670,20130,5,69.0
671,20160,5,69.0
672,20190,5,69.0
673,20220,5,74.0
674,20250,5,68.0
675,20280,5,73.0
676,20310,5,68.0
677,20340,5,67.0
678,20370,5,62.0
679,20400,5,67.0
680,20430,5,67.0
681,20460,5,71.0
682,20490,5,69.0
683,20520,5,72.0
684,20550,5,71.0
685,20580,5,68.0
686,20610,5,68.0
687,20640,5,77.0
688,20670,5,67.0
689,20700,5,68.0
690,20730,5,69.0
691,20760,5,71.0
692,20790,5,69.0
693,20820,5,73.0
694,20850,5,78.0
695,20880,5,64.0
696,20910,5,68.0
697,20940,5,64.0
698,20970,5,68.0
699,21000,5,68.0
700,21030,5,68.0
701,21060,5,59.0
702,21090,5,71.0
703,21150,1,65.0
704,21180,1,73.0
705,21210,1,67.0
706,21240,1,65.0
707,21270,1,67.0
708,21300,1,69.0
709,21330,1,68.0
710,21360,5,72.0
711,21390,5,69.0
712,21420,5,63.0
713,21450,5,65.0
714,21480,5,67.0
715,21510,5,65.0
716,21540,5,65.0
717,21570,5,68.0
718,21600,5,69.0
719,21630,5,65.0
720,21660,5,63.0
721,21690,5,63.0
722,21720,5,65.0
723,21750,5,65.0
724,21780,5,68.0
725,21810,5,68.0
726,21840,5,68.0
727,21870,5,65.0
728,21900,5,74.0
729,21930,5,74.0
730,21960,5,77.0
731,21990,5,69.0
732,22020,5,69.0
733,22050,5,71.0
734,22080,5,69.0
735,22110,5,72.0
736,22140,5,68.0
737,22170,5,71.0
738,22200,2,74.0
739,22230,2,69.0
740,22260,2,71.0
741,22290,2,73.0
742,22320,2,69.0
743,22350,2,69.0
744,22380,2,73.0
745,22410,2,71.0
746,22440,2,72.0
747,22470,2,74.0
748,22500,2,76.0
749,22530,2,77.0
750,22560,2,74.0
751,22590,2,72.0
752,22620,2,72.0
753,22650,2,72.0
754,22680,2,68.0
755,22710,2,76.0
756,22740,2,69.0
757,22770,2,72.0
758,22800,2,71.0
759,22830,2,72.0
760,22860,2,71.0
761,22890,2,72.0
762,22920,2,72.0
763,22950,2,72.0
764,22980,2,73.0
765,23010,2,73.0
766,23040,2,71.0
767,23070,2,74.0
768,23100,2,74.0
769,23130,2,76.0
770,23160,2,73.0
771,23190,2,73.0
772,23220,2,69.0
773,23250,2,74.0
774,23280,2,71.0
775,23310,2,74.0
776,23340,2,69.0
777,23370,2,65.0
778,23400,2,67.0
779,23430,2,67.0
780,23460,2,71.0
781,23490,2,64.0
782,23520,1,62.0
783,23550,1,68.0
784,23580,2,69.0
785,23610,2,65.0
786,23640,2,65.0
787,23670,2,69.0
788,23700,2,68.0
789,23730,2,65.0
790,23760,2,67.0
791,23790,2,65.0
792,23820,2,71.0
793,23850,2,65.0
794,23880,2,68.0
795,23910,2,69.0
796,23940,2,69.0
797,23970,2,72.0
798,24000,2,69.0
799,24030,2,69.0
800,24060,2,74.0
801,24090,2,72.0
802,24120,2,69.0
803,24150,2,73.0
804,24180,2,67.0
805,24210,2,69.0
806,24240,2,69.0
807,24270,2,74.0
808,24300,2,69.0
809,24330,2,69.0
810,24360,2,72.0
811,24390,2,72.0
812,24420,2,69.0
813,24450,2,72.0
814,24480,2,68.0
815,24510,2,71.0
816,24540,2,69.0
817,24570,2,69.0
818,24600,2,86.0
819,24630,1,63.0
820,24660,1,64.0
821,24690,2,74.0
822,24720,2,67.0
823,24750,2,71.0
824,24780,2,68.0
825,24810,2,68.0
826,24840,2,69.0
827,24870,2,68.0
828,24900,2,74.0
829,24930,2,82.0
830,24960,2,69.0
831,24990,2,72.0
832,25020,2,65.0
833,25050,2,68.0
834,25080,2,67.0
835,25110,2,64.0
836,25140,5,68.0
837,25170,5,67.0
838,25200,5,64.0
839,25230,5,80.0
840,25260,5,67.0
841,25290,5,68.0
842,25320,5,67.0
843,25350,5,68.0
844,25380,5,65.0
845,25410,5,68.0
846,25440,5,82.0
847,25470,5,69.0
848,25500,5,72.0
849,25530,5,76.0
850,25560,5,72.0
851,25590,5,68.0
852,25620,5,68.0
853,25650,5,74.0
854,25680,5,78.0
855,25740,1,68.0
856,25770,5,69.0
857,25800,5,65.0
858,25830,5,69.0
859,25860,5,69.0
860,25890,5,69.0
861,25920,5,67.0
862,25950,5,69.0
863,25980,5,83.0
864,26010,5,69.0
865,26040,5,67.0
866,26070,5,67.0
867,26100,5,64.0
868,26130,5,67.0
869,26160,5,65.0
870,26190,5,67.0
871,26220,5,69.0
872,26250,5,90.0
873,26280,0,65.0
874,26310,1,65.0
875,26340,1,68.0
876,26370,1,71.0
877,26400,1,67.0
878,26430,1,68.0
879,26460,5,68.0
880,26490,5,65.0
881,26520,5,69.0
882,26550,5,68.0
883,26580,5,65.0
884,26610,5,67.0
885,26640,5,68.0
886,26670,5,65.0
887,26700,5,68.0
888,26730,5,68.0
889,26760,5,68.0
890,26790,5,73.0
891,26820,5,73.0
892,26850,5,71.0
893,26880,5,73.0
894,26910,5,83.0
895,26940,5,69.0
896,26970,5,68.0
897,27000,5,68.0
898,27030,5,65.0
899,27060,5,65.0
900,27090,5,69.0
901,27120,5,69.0
902,27150,5,68.0
903,27180,5,68.0
904,27210,5,71.0
905,27240,5,68.0
906,27270,5,69.0
907,27300,2,68.0
908,27330,2,67.0
909,27360,1,69.0
910,27390,2,68.0
911,27420,2,69.0
912,27450,2,65.0
913,27480,2,69.0
914,27510,2,73.0
915,27540,2,69.0
916,27570,2,72.0
917,27600,2,72.0
918,27630,2,74.0
919,27660,2,69.0
920,27690,2,76.0
921,27720,2,69.0
922,27750,2,72.0
923,27780,2,69.0
924,27810,2,72.0
925,27840,2,72.0
926,27870,2,69.0
927,27900,2,69.0
928,27930,2,68.0
929,27960,2,69.0
930,27990,2,68.0
931,28020,2,65.0
932,28050,2,68.0
933,28080,2,68.0
934,28110,2,73.0
935,28140,2,67.0
936,28170,2,68.0
937,28200,2,68.0
938,28230,2,68.0
939,28260,2,67.0
940,28290,2,69.0
941,28320,2,68.0
942,28350,2,69.0
943,28380,2,69.0
944,28410,2,68.0
945,28440,2,71.0
946,28470,2,72.0
947,28500,2,74.0
948,28530,2,69.0
949,28560,2,68.0
950,28590,2,73.0
951,28620,2,69.0
952,28650,2,69.0
953,28680,2,69.0
954,28710,2,69.0
955,28740,2,72.0
956,28770,2,74.0
957,28800,2,78.0
958,28830,2,68.0
959,28860,2,65.0
960,28890,2,68.0
961,28920,2,68.0
962,28950,2,71.0
963,28980,2,71.0
964,29010,2,68.0
965,29040,2,68.0
966,29070,2,69.0
967,29100,2,74.0
968,29130,2,71.0
969,29160,2,73.0
970,29190,2,72.0
971,29220,2,72.0
972,29250,2,73.0
973,29280,2,72.0
974,29310,2,74.0
0,330,0,68.0
1,360,0,68.0
2,390,0,73.0
3,420,0,65.0
4,450,0,65.0
5,480,0,66.0
6,510,0,65.0
7,540,0,65.0
8,570,0,65.0
9,600,0,68.0
10,630,1,66.0
11,660,1,66.0
12,690,1,63.0
13,720,1,74.0
14,750,1,65.0
15,780,1,63.0
16,810,1,63.0
17,840,1,64.0
18,870,1,64.0
19,900,1,64.0
20,930,0,64.0
21,960,0,64.0
22,990,1,75.0
23,1020,0,66.0
24,1050,0,75.0
25,1080,1,79.0
26,1110,2,68.0
27,1140,2,62.0
28,1170,2,62.0
29,1200,2,62.0
30,1230,2,61.0
31,1260,2,60.0
32,1290,2,61.0
33,1320,2,60.0
34,1350,2,62.0
35,1380,2,59.0
36,1410,2,59.0
37,1440,2,59.0
38,1470,2,60.0
39,1500,2,59.0
40,1530,2,59.0
41,1560,2,59.0
42,1590,2,60.0
43,1620,2,59.0
44,1650,2,61.0
45,1680,2,58.0
46,1710,2,61.0
47,1740,2,59.0
48,1770,2,58.0
49,1800,2,59.0
50,1830,2,59.0
51,1860,2,59.0
52,1890,2,59.0
53,1920,2,59.0
54,1950,2,59.0
55,1980,2,59.0
56,2010,2,59.0
57,2040,2,59.0
58,2070,2,62.0
59,2100,2,62.0
60,2130,2,60.0
61,2160,2,61.0
62,2190,2,61.0
63,2220,2,60.0
64,2250,2,61.0
65,2280,2,61.0
66,2310,2,62.0
67,2340,2,62.0
68,2370,2,60.0
69,2400,2,61.0
70,2430,2,63.0
71,2460,3,63.0
72,2490,3,62.0
73,2520,3,64.0
74,2550,3,63.0
75,2580,3,63.0
76,2610,3,63.0
77,2640,3,62.0
78,2670,3,62.0
79,2700,3,62.0
80,2730,3,62.0
81,2760,3,63.0
82,2790,3,63.0
83,2820,3,63.0
84,2850,3,62.0
85,2880,3,63.0
86,2910,3,64.0
87,2940,3,63.0
88,2970,3,63.0
89,3000,3,63.0
90,3030,3,64.0
91,3060,3,64.0
92,3090,3,64.0
93,3120,3,65.0
94,3150,3,64.0
95,3180,3,64.0
96,3210,3,64.0
97,3240,3,64.0
98,3270,3,64.0
99,3300,3,61.0
100,3330,3,61.0
101,3360,3,63.0
102,3390,3,61.0
103,3420,3,63.0
104,3450,3,62.0
105,3480,3,63.0
106,3510,3,65.0
107,3540,3,63.0
108,3570,3,64.0
109,3600,3,63.0
110,3630,3,65.0
111,3660,2,62.0
112,3690,3,67.0
113,3720,3,65.0
114,3750,2,62.0
115,3780,2,61.0
116,3810,3,62.0
117,3840,2,64.0
118,3870,3,62.0
119,3900,3,64.0
120,3930,3,63.0
121,3960,3,63.0
122,3990,3,64.0
123,4020,3,63.0
124,4050,3,64.0
125,4080,3,63.0
126,4110,3,64.0
127,4140,3,64.0
128,4170,3,64.0
129,4200,3,64.0
130,4230,3,63.0
131,4260,3,65.0
132,4290,2,69.0
133,4320,2,65.0
134,4350,2,70.0
135,4380,2,66.0
136,4410,1,67.0
137,4440,2,64.0
138,4470,2,64.0
139,4500,2,61.0
140,4530,2,63.0
141,4560,2,64.0
142,4590,2,63.0
143,4620,2,63.0
144,4650,2,62.0
145,4680,2,61.0
146,4710,2,64.0
147,4740,2,63.0
148,4770,2,63.0
149,4800,2,65.0
150,4830,2,64.0
151,4860,2,64.0
152,4890,2,66.0
153,4920,2,65.0
154,4950,2,65.0
155,4980,2,67.0
156,5010,2,67.0
157,5040,2,67.0
158,5070,2,66.0
159,5100,2,65.0
160,5130,2,65.0
161,5160,2,62.0
162,5190,2,68.0
163,5220,2,66.0
164,5250,2,67.0
165,5280,2,66.0
166,5310,2,67.0
167,5340,2,67.0
168,5370,2,68.0
169,5400,2,68.0
170,5430,2,67.0
171,5460,2,65.0
172,5490,2,66.0
173,5520,2,67.0
174,5550,2,66.0
175,5580,2,67.0
176,5610,2,67.0
177,5640,2,68.0
178,5670,2,67.0
179,5700,2,64.0
180,5730,2,66.0
181,5760,2,65.0
182,5790,0,68.0
183,5820,1,93.0
184,5850,2,60.0
185,5880,2,62.0
186,5910,2,68.0
187,5940,2,69.0
188,5970,2,69.0
189,6000,2,70.0
190,6030,2,71.0
191,6060,2,71.0
192,6090,2,71.0
193,6120,2,71.0
194,6150,2,71.0
195,6180,2,69.0
196,6210,2,68.0
197,6240,2,69.0
198,6270,2,68.0
199,6300,2,70.0
200,6330,2,70.0
201,6360,2,70.0
202,6390,2,70.0
203,6420,2,69.0
204,6450,2,70.0
205,6480,2,70.0
206,6510,2,70.0
207,6540,2,71.0
208,6570,2,73.0
209,6600,2,70.0
210,6630,2,69.0
211,6660,2,72.0
212,6690,2,70.0
213,6720,2,71.0
214,6750,2,70.0
215,6780,2,70.0
216,6810,2,70.0
217,6840,2,66.0
218,6870,2,70.0
219,6900,2,70.0
220,6930,2,72.0
221,6960,2,71.0
222,6990,2,70.0
223,7020,2,71.0
224,7050,2,70.0
225,7080,3,71.0
226,7110,3,71.0
227,7140,3,71.0
228,7170,3,71.0
229,7200,3,71.0
230,7230,3,71.0
231,7260,3,71.0
232,7290,3,72.0
233,7320,3,70.0
234,7350,3,73.0
235,7380,3,72.0
236,7410,3,71.0
237,7440,3,71.0
238,7470,3,69.0
239,7500,3,71.0
240,7530,3,70.0
241,7560,3,76.0
242,7590,3,74.0
243,7620,3,75.0
244,7650,2,72.0
245,7680,2,69.0
